,losses
317,-0.002018218
318,-0.002343875
319,-0.0024590301
320,-6.67572e-08
321,5.858703e-05
322,6.603219e-05
323,2.4087645e-05
324,-6.220438e-05
325,-0.00019018714
326,-0.00035518635
327,-0.0005264931
328,-0.00070937007
329,-0.00090383424
330,-4.118139e-09
331,-0.00053369056
332,-0.0013171172
333,-0.0023285674
334,-0.0033982317
335,-0.003750451
336,-0.0033578381
337,-0.0031677885
338,-0.0035629056
339,-0.004446948
340,-4.4649298e-08
341,0.00037616913
342,0.00027958967
343,-0.000232498
344,-0.0011109166
345,-0.0022924584
346,-0.0035331573
347,-0.004123517
348,-0.003984671
349,-0.0036053488
350,-5.8087437e-08
351,-0.00026325355
352,-0.00058124674
353,-0.0009443684
354,-0.0013376466
355,-0.001717623
356,-0.001997095
357,-0.0021501202
358,-0.0022031157
359,-0.002379257
360,-2.0373951e-08
361,-0.00050122
362,-0.0012877046
363,-0.002328962
364,-0.0031582864
365,-0.0029710224
366,-0.002269781
367,-0.0019579898
368,-0.002240327
369,-0.002961248
370,1.8856742e-08
371,-0.00047326804
372,-0.0010529661
373,-0.0016869673
374,-0.0019330031
375,-0.0018708502
376,-0.0019852016
377,-0.0025785
378,-0.003465816
379,-0.004260162
380,-3.5979532e-08
381,0.00014164145
382,0.00013495467
383,-8.185669e-06
384,-0.00027529598
385,-0.00065614225
386,-0.0011404904
387,-0.0017148759
388,-0.0023462567
389,-0.0029185673
390,-6.9358133e-09
391,-6.695617e-05
392,-0.0001673046
393,-0.000301505
394,-0.00046857205
395,-0.00066624774
396,-0.00088659546
397,-0.001083948
398,-0.0013035337
399,-0.0015551377
400,2.3841857e-09
401,-0.000109264416
402,-0.0002605733
403,-0.00045021513
404,-0.0006742798
405,-0.0009291972
406,-0.0012126383
407,-0.0014818074
408,-0.001651915
409,-0.0016757665
410,-1.040372e-08
411,-0.000331482
412,-0.00096849183
413,-0.001858214
414,-0.0028845193
415,-0.003295386
416,-0.0029254477
417,-0.002820201
418,-0.003366036
419,-0.00413119
420,1.7989766e-08
421,0.00015061638
422,0.00017130375
423,6.85551e-05
424,-0.00013647709
425,-0.00040797537
426,-0.00073203497
427,-0.0010761465
428,-0.0013056621
429,-0.0015813422
430,-1.7339533e-09
431,0.00013251782
432,0.00017969348
433,0.00015478654
434,6.717313e-05
435,-7.6405355e-05
436,-0.00027117145
437,-0.00051596644
438,-0.00081028655
439,-0.0011548701
440,-1.7339532e-08
441,-0.0003371397
442,-0.00073286577
443,-0.0011831765
444,-0.0015900157
445,-0.0014671425
446,-0.0010254717
447,-0.00092562113
448,-0.0012613162
449,-0.0018580103
450,-1.6255813e-08
451,-8.984067e-05
452,-0.00029899576
453,-0.00061526167
454,-0.000992496
455,-0.0012565515
456,-0.0011223106
457,-0.0010065803
458,-0.0012735184
459,-0.0017431745
460,5.635348e-09
461,7.651828e-05
462,6.370393e-05
463,-2.8215321e-05
464,-0.00019010891
465,-0.00041031706
466,-0.00067685713
467,-0.00094488275
468,-0.0012013637
469,-0.0015486884
470,-2.1674416e-09
471,0.00021650358
472,0.00025044224
473,0.000120637415
474,-0.00015761635
475,-0.0005719341
476,-0.0011089871
477,-0.0016995065
478,-0.0019778924
479,-0.0018329095
480,2.3841857e-09
481,-4.4082404e-05
482,-0.00013298522
483,-0.00026203436
484,-0.0004290766
485,-0.00062901474
486,-0.0008610931
487,-0.0011205107
488,-0.0014031007
489,-0.0016771321
490,-1.7339533e-09
491,-0.00020779307
492,-0.0005073506
493,-0.0008879159
494,-0.0013417972
495,-0.0017438661
496,-0.0018897871
497,-0.0017126391
498,-0.0016351945
499,-0.0018331755
500,-5.4186042e-09
501,-0.00084704085
502,-0.0020843835
503,-0.003590984
504,-0.0042840587
505,-0.0036771006
506,-0.0028534674
507,-0.002846352
508,-0.00370194
509,-0.0047126473
510,1.2571161e-08
511,-0.0003878109
512,-0.001116561
513,-0.002011524
514,-0.0026293786
515,-0.0024794145
516,-0.0019864722
517,-0.0017692106
518,-0.0021431432
519,-0.0028576741
520,6.2855805e-09
521,-0.00015391827
522,-0.00037642283
523,-0.00065347215
524,-0.00091070216
525,-0.0008735347
526,-0.0007896694
527,-0.00089098694
528,-0.0011922317
529,-0.0016361256
530,-3.8472088e-09
531,-0.0013449931
532,-0.0032766117
533,-0.0052694366
534,-0.0053720013
535,-0.004271404
536,-0.0031360118
537,-0.0029520746
538,-0.0037752932
539,-0.0050026695
540,5.635348e-09
541,0.00025351177
542,0.00018682025
543,-0.0001690405
544,-0.0007582231
545,-0.0012022812
546,-0.0013571865
547,-0.0015895059
548,-0.0021019292
549,-0.0028400517
550,-6.1772085e-09
551,-0.0006044784
552,-0.001311563
553,-0.0019376077
554,-0.0018997972
555,-0.0013909433
556,-0.0011031448
557,-0.0013020708
558,-0.0017978937
559,-0.0024065126
560,3.8797204e-08
561,0.00028425097
562,0.00012426035
563,-0.00043140945
564,-0.0013494289
565,-0.0026086683
566,-0.0035859155
567,-0.003132062
568,-0.0023689114
569,-0.0023193068
570,3.1969765e-09
571,-0.00037443693
572,-0.00094732543
573,-0.0016908774
574,-0.0024062446
575,-0.0026334533
576,-0.002742584
577,-0.003026265
578,-0.0035609778
579,-0.0043477328
580,-3.5762786e-09
581,-0.0005467662
582,-0.0012194219
583,-0.0018662111
584,-0.0018681916
585,-0.0012640401
586,-0.0009085664
587,-0.0012862642
588,-0.002102374
589,-0.0027087403
590,-3.1156972e-08
591,-0.00047755378
592,-0.00103086
593,-0.0016490385
594,-0.0019684057
595,-0.0017209292
596,-0.0014425556
597,-0.0016643278
598,-0.002270611
599,-0.0028078824
600,-4.9200924e-08
601,-0.0003666193
602,-0.0009914407
603,-0.0018160722
604,-0.0025967758
605,-0.0029644116
606,-0.0031608352
607,-0.0032234052
608,-0.0034076665
609,-0.0038218368
610,-6.0688365e-09
611,-0.0003380898
612,-0.0007725759
613,-0.0012972187
614,-0.0018399815
615,-0.002179999
616,-0.0019852365
617,-0.0016112537
618,-0.0017591409
619,-0.0022590256
620,2.492558e-09
621,-0.00012674353
622,-0.00029425242
623,-0.00049417606
624,-0.000712493
625,-0.00086749636
626,-0.0009166915
627,-0.0009535369
628,-0.0011405896
629,-0.0015264921
630,2.0915811e-08
631,-0.00028322864
632,-0.0007686423
633,-0.0014344383
634,-0.002257668
635,-0.0031144149
636,-0.003719612
637,-0.00395684
638,-0.0036810748
639,-0.0035190973
640,-5.093488e-09
641,-0.00025807836
642,-0.00061496074
643,-0.0010575566
644,-0.0014478816
645,-0.0016114564
646,-0.0015905006
647,-0.0012861337
648,-0.001176096
649,-0.0014588902
650,-2.60093e-08
651,-8.219459e-05
652,-0.00024084568
653,-0.00046561979
654,-0.00074922387
655,-0.0010406832
656,-0.0011906433
657,-0.0011932531
658,-0.001164178
659,-0.001211644
660,6.610697e-09
661,-5.9748996e-05
662,-0.0001690494
663,-0.0003223923
664,-0.0005142408
665,-0.00073850254
666,-0.0009866665
667,-0.0012075282
668,-0.001353374
669,-0.0014559933
670,3.9013948e-09
671,-0.00015550375
672,-0.0003556362
673,-0.0005943358
674,-0.0008666224
675,-0.0011721473
676,-0.0015000817
677,-0.0018296159
678,-0.0020856878
679,-0.0021981127
680,3.2511624e-10
681,-7.033977e-05
682,-0.00055282924
683,-0.0014039732
684,-0.0025760422
685,-0.0039032316
686,-0.0041875676
687,-0.0034501704
688,-0.0028746913
689,-0.0030932191
690,4.448674e-08
691,-0.00026203497
692,-0.0006338195
693,-0.0011052454
694,-0.0015596034
695,-0.001814397
696,-0.0019458854
697,-0.0021266765
698,-0.0025100876
699,-0.0029228008
700,-3.76593e-09
701,-0.0003060774
702,-0.00082576496
703,-0.0015360117
704,-0.002321802
705,-0.0029083944
706,-0.0032209351
707,-0.0031190293
708,-0.0030426115
709,-0.003235377
710,-4.7141857e-08
711,-0.00020333355
712,-0.00047335323
713,-0.0008092365
714,-0.0012088325
715,-0.0016431122
716,-0.0020747916
717,-0.0024738805
718,-0.0027920287
719,-0.0030813518
720,6.9358133e-09
721,-0.00032343497
722,-0.0009817448
723,-0.0019407992
724,-0.0026838637
725,-0.002694781
726,-0.0023050606
727,-0.002148949
728,-0.0024483507
729,-0.0032114561
730,2.5142322e-08
731,-0.0006407679
732,-0.001438407
733,-0.002054484
734,-0.0017950591
735,-0.0013479834
736,-0.0013222357
737,-0.0018931904
738,-0.0027156456
739,-0.0034267204
740,1.66893e-08
741,-0.00049675856
742,-0.0010290057
743,-0.0015632785
744,-0.0018218562
745,-0.001679901
746,-0.0014931778
747,-0.0016113376
748,-0.0021381464
749,-0.0028321184
750,1.0295348e-08
751,-4.612446e-05
752,-0.00018640692
753,-0.00040191947
754,-0.00062220823
755,-0.00085272227
756,-0.0010897253
757,-0.0014084994
758,-0.001886515
759,-0.002509671
760,6.2313945e-09
761,-0.00047122044
762,-0.0010856936
763,-0.0018137884
764,-0.002612672
765,-0.0030129005
766,-0.0029897676
767,-0.0030454684
768,-0.0034865106
769,-0.0041367738
770,-5.9062786e-09
771,0.00042829168
772,0.0006903986
773,0.00080713874
774,0.00079108815
775,0.0006495206
776,0.00039827297
777,4.7133024e-05
778,-0.0003950627
779,-0.00092296145
780,-7.152557e-09
781,-0.0001812405
782,-0.00046605166
783,-0.00083858124
784,-0.0011634665
785,-0.0012688665
786,-0.0013935893
787,-0.0016292811
788,-0.0020581381
789,-0.0025919445
790,3.1427903e-09
791,-0.0006701888
792,-0.0015355502
793,-0.0022757833
794,-0.0025319348
795,-0.0021712256
796,-0.0017551024
797,-0.0018169448
798,-0.0024003417
799,-0.0032368852
800,4.7683715e-09
801,-0.000275761
802,-0.00059300597
803,-0.00091322337
804,-0.00097219046
805,-0.0006601466
806,-0.00035383247
807,-0.00048596665
808,-0.0009717122
809,-0.0014602459
810,-5.8520926e-09
811,-0.0010694036
812,-0.0026177056
813,-0.0040939227
814,-0.004331279
