,losses
545,-0.0020532578
546,-0.0027644278
547,-0.0035044132
548,-0.0042481683
549,-0.0047953753
550,3.381209e-08
551,-0.00039651067
552,-0.0008745056
553,-0.0013352416
554,-0.0017499342
555,-0.0020476966
556,-0.0021655145
557,-0.002295758
558,-0.0024123795
559,-0.0025890106
560,4.8767435e-09
561,-1.4085878e-05
562,-0.00010891969
563,-0.00027439496
564,-0.00050532166
565,-0.00078939414
566,-0.0011217927
567,-0.0014887315
568,-0.0018611704
569,-0.0021939005
570,8.1495806e-08
571,-0.0008211493
572,-0.001876248
573,-0.002580554
574,-0.002466067
575,-0.0019313399
576,-0.001957703
577,-0.0026349006
578,-0.0035207686
579,-0.004011835
580,-1.9940464e-08
581,-0.00043925154
582,-0.0009811417
583,-0.0016266803
584,-0.0023184821
585,-0.0027608555
586,-0.0029698536
587,-0.0030233292
588,-0.003014995
589,-0.0031235283
590,2.1674416e-09
591,-0.00018004711
592,-0.00047418865
593,-0.00087075785
594,-0.0013594283
595,-0.0019242616
596,-0.0024273803
597,-0.0027018182
598,-0.0028448587
599,-0.0029324428
600,-2.4708834e-08
601,-0.00029115123
602,-0.000767842
603,-0.0014160366
604,-0.0022234358
605,-0.003147602
606,-0.0041636154
607,-0.0051694624
608,-0.0061187414
609,-0.0066693826
610,-1.0522929e-07
611,-3.0224757e-05
612,-0.00013543693
613,-0.0003119538
614,-0.0005464194
615,-0.0008254597
616,-0.0011566277
617,-0.0015423188
618,-0.0019381285
619,-0.002326427
620,-2.4708834e-08
621,-0.00016262986
622,-0.00038598495
623,-0.0006582683
624,-0.00097292295
625,-0.0012771833
626,-0.0015170205
627,-0.0016854918
628,-0.0018032688
629,-0.0018761777
630,-9.4933945e-08
631,-0.00035370458
632,-0.0009440288
633,-0.001753102
634,-0.0026833147
635,-0.0034758947
636,-0.0037466686
637,-0.0033968722
638,-0.0030698199
639,-0.0031251195
640,-1.4413486e-08
641,-3.0318173e-05
642,-0.00010200175
643,-0.00021161481
644,-0.00035675385
645,-0.0005318145
646,-0.0007320499
647,-0.0009562306
648,-0.0011917007
649,-0.0014202674
650,-3.6304648e-08
651,-0.000324656
652,-0.00081796886
653,-0.0014455158
654,-0.0021483859
655,-0.002880135
656,-0.0035083785
657,-0.0041031223
658,-0.0048043407
659,-0.0055073616
660,3.1969766e-08
661,-0.00040922142
662,-0.00091503956
663,-0.0015150867
664,-0.0021763844
665,-0.0027742742
666,-0.0031100838
667,-0.0031509772
668,-0.0030179631
669,-0.0030358215
670,3.33786e-08
671,-0.00020359115
672,-0.0006028328
673,-0.0011592277
674,-0.0018051362
675,-0.0024174196
676,-0.0030640354
677,-0.0037367456
678,-0.00440337
679,-0.00501913
680,2.340837e-08
681,-0.0002667753
682,-0.0005590497
683,-0.0008764569
684,-0.0012251347
685,-0.0016008565
686,-0.0019973747
687,-0.0024076526
688,-0.0027477269
689,-0.0030123114
690,1.1162324e-08
691,-9.1131165e-05
692,-0.00030478457
693,-0.00063333265
694,-0.0010607523
695,-0.0015721687
696,-0.0021446163
697,-0.0027483932
698,-0.0033411337
699,-0.0038966474
700,-8.26879e-08
701,-4.2133008e-05
702,-0.00016119296
703,-0.00033726823
704,-0.00055418035
705,-0.00082158315
706,-0.001132944
707,-0.0014635442
708,-0.0017908075
709,-0.0021336658
