,avg,lbound,ubound,sums
0,0.7761176517774051,-2.6386757006173003,4.1909110041721105,155.22353035548102
1,0.7978331733514733,-3.3576575924294554,4.953323939132402,159.56663467029466
2,0.7200981635462582,-3.1133193946092037,4.553515721701721,144.01963270925165
3,0.6843799299138038,-3.799949286563816,5.168709146391423,136.87598598276077
4,0.603697257119366,-3.148742622935943,4.3561371371746755,120.73945142387319
5,0.6726775625936692,-3.9173246493856984,5.262679774573037,134.53551251873384
6,0.8872182107324604,-1.8341033914149614,3.608539812879882,177.4436421464921
7,0.7864101880149202,-3.781120657136621,5.353941033166461,157.28203760298405
8,0.8153326632041932,-2.9509561687141965,4.581621495122583,163.06653264083863
9,0.6981877266018495,-2.6282564105179,4.0246318637215985,139.6375453203699
10,0.8103206902025515,-3.4810640169368887,5.101705397341991,162.0641380405103
11,0.7132445347435634,-3.7867151108160773,5.2132041803032045,142.6489069487127
12,0.8720358036919241,-3.3824068354070675,5.126478442790916,174.40716073838482
13,0.5499927547311848,-3.8429857136263745,4.942971223088744,109.99855094623696
14,0.7052798240628734,-3.761494523540312,5.172054171666058,141.05596481257467
15,0.8407656760980408,-2.7474613367525964,4.428992688948678,168.15313521960815
16,0.6630482108278649,-3.1216090287309495,4.447705450386679,132.60964216557298
17,0.7460512736311591,-3.0505567701433796,4.542659317405698,149.21025472623182
18,0.8236193172320392,-2.159222427249891,3.8064610617139696,164.72386344640785
19,0.7211782877917408,-3.5460433940948466,4.988399969678328,144.23565755834815
20,0.7858098281511238,-2.890900826327703,4.462520482629951,157.16196563022476
21,0.7077645881471858,-3.5096021756456817,4.9251313519400535,141.55291762943716
22,0.7296637837231573,-2.4323058221096354,3.8916333895559503,145.93275674463146
23,0.46261866235948285,-3.720399640769662,4.645636965488627,92.52373247189657
24,0.8367349937107242,-3.3584088747418743,5.031878862163323,167.34699874214485
25,0.6399967674933053,-2.2314351690029883,3.511428703989599,127.99935349866105
26,0.7842879475408867,-2.77782631775989,4.346402212841664,156.85758950817734
27,0.667937779830233,-3.861118946579976,5.196994506240442,133.58755596604658
28,0.8457778602140942,-3.467090645236843,5.158646365665032,169.15557204281885
29,0.6620090977298605,-3.2849290440280474,4.608947239487769,132.4018195459721
30,0.7532711230025592,-3.628208711692225,5.134750957697343,150.65422460051184
31,0.8194198599272374,-3.316126697998713,4.954966417853188,163.8839719854475
32,0.745214034815894,-3.046546828548314,4.536974898180102,149.0428069631788
33,0.590358944099474,-3.491625441556034,4.672343329754982,118.0717888198948
34,0.9408242187986156,-3.0199857973602144,4.901634234957446,188.1648437597231
35,0.8349709168637177,-3.1485950056581604,4.818536839385596,166.99418337274355
36,0.8108284257493996,-3.302130636267926,4.923787487766726,162.16568514987992
37,0.7693705372189156,-2.0274391480300413,3.5661802224678723,153.87410744378312
38,0.7409878426171125,-3.7288672357994326,5.210842921033658,148.1975685234225
39,0.8129089885814755,-3.946988707558086,5.572806684721037,162.5817977162951
40,0.7249683602766447,-1.9953399374279095,3.4452766579811986,144.99367205532894
41,0.7895898017253657,-4.362486395013781,5.941665998464512,157.91796034507314
42,0.7154444593700934,-2.587410733318841,4.018299652059028,143.08889187401869
43,0.6166253675201382,-2.4307893937880816,3.664040128828358,123.32507350402763
44,0.8433182763598306,-3.576984560100007,5.263621112819669,168.66365527196612
45,0.6645116517557094,-4.022975084466115,5.351998387977533,132.90233035114187
46,0.7635822759584469,-3.520984219889691,5.048148771806584,152.71645519168936
47,0.640166171257826,-3.2433389194310527,4.5236712619467045,128.0332342515652
48,0.7266753897235572,-3.4140648825680286,4.8674156620151425,145.33507794471143
49,0.6306453947417288,-3.4647057379233654,4.7259965274068225,126.12907894834575
50,0.6926652159142267,-3.583197041105265,4.968527472933719,138.53304318284535
51,0.8652662090446849,-2.4685306062772576,4.199063024366628,173.05324180893697
52,0.6911314650017446,-3.38580323075889,4.768066160762379,138.22629300034893
53,0.7383020661278743,-3.260753775645965,4.737357907901714,147.66041322557487
54,0.823647747084084,-2.866630829701001,4.513926323869169,164.72954941681678
55,0.5750591184168612,-3.2124751212539246,4.362593358087647,115.01182368337223
56,0.7165189972487888,-2.951446867749842,4.38448486224742,143.30379944975775
57,0.9694555651960886,-3.5718327939831087,5.510743924375285,193.89111303921771
58,0.5532002256959945,-3.3241377620011807,4.43053821339317,110.6400451391989
59,0.6084788458436262,-3.5389028974584145,4.755860589145667,121.69576916872523
60,0.6978807838705431,-3.616918637355001,5.012680205096087,139.57615677410863
61,0.8493835245026148,-3.5151102277666744,5.213877276771904,169.87670490052295
62,0.8025423703591505,-3.4118969904083567,5.016981731126657,160.5084740718301
63,0.7483697102727106,-3.770491269754148,5.267230690299569,149.67394205454212
64,0.9189150439684122,-2.768190626320401,4.606020714257225,183.78300879368243
65,0.6085491450729558,-3.95207763075449,5.169175920900401,121.70982901459115
66,0.658961489203579,-2.7293271449906005,4.047250123397759,131.7922978407158
67,0.6271734624351548,-3.262886475443345,4.517233400313654,125.43469248703097
68,0.7416721090984092,-2.962661888478261,4.446006106675079,148.33442181968184
69,0.7044172592631638,-3.6256179279759757,5.0344524465023035,140.88345185263276
70,0.7492533838120111,-3.9327963201461458,5.431303087770168,149.85067676240223
71,0.7184736595270192,-3.791126607171222,5.22807392622526,143.69473190540384
