avg,lbound,ubound,sums
-67.2329114727532,-114.474618484834,-19.991204460672,-13446.5822945506
-11.6503826569617,-43.5422431636314,20.241477849708,-2330.07653139233
-64.9188700102854,-112.7554737547,-17.0822662658705,-12983.7740020571
-44.9276908239151,-93.7968190684144,3.94143742058419,-8985.53816478302
-53.6396754214448,-101.925599109118,-5.35375173377126,-10727.935084289
-56.5833476775429,-105.604495233775,-7.56220012131048,-11316.6695355086
-53.0150019799024,-101.457152093241,-4.57285186656351,-10603.0003959805
-53.2957106432086,-103.413520266811,-3.17790101960595,-10659.1421286417
-31.8963671462195,-76.0235625053205,12.2308282128815,-6379.2734292439
-56.0993659719539,-104.649505743114,-7.54922620079357,-11219.8731943908
-69.3487142958661,-115.633074318133,-23.0643542735989,-13869.7428591732
-59.3487483943884,-108.122744811161,-10.5747519776158,-11869.7496788777
-10.1613342702254,-38.4662701124893,18.1436015720384,-2032.26685404509
-44.8508086849349,-94.7675719387218,5.06595456885204,-8970.16173698697
-45.0455058925836,-94.7797868384955,4.6887750533284,-9009.10117851671
-7.48349249020416,-31.941873138508,16.9748881580997,-1496.69849804083
-24.2614286900155,-66.6128681550233,18.0900107749923,-4852.2857380031
-46.2064834735688,-94.2836666094143,1.87069966227677,-9241.29669471375
-44.9340148088179,-94.2456474267927,4.37761780915691,-8986.80296176358
-47.9323569453452,-97.9764724531009,2.11175856241044,-9586.47138906904
-48.8447103296352,-99.0239120763648,1.33449141709439,-9768.94206592705
-55.6008328913065,-105.195979245518,-6.00568653709549,-11120.1665782613
-46.5793873903123,-96.4057209553575,3.24694617473295,-9315.87747806245
-0.213842322742901,-1.97114853222839,1.54346388674259,-42.7684645485803
-64.3218465741092,-110.895940837583,-17.7477523106353,-12864.3693148218
-55.3674880678606,-105.231998341899,-5.50297779382212,-11073.4976135721
-36.1630299562269,-83.0219569619511,10.6958970494973,-7232.60599124539
-58.8100552208221,-106.735971672655,-10.8841387689893,-11762.0110441644
-0.0751491583846019,-1.48677126205121,1.336472945282,-15.0298316769204
-51.7265660868471,-101.045274079064,-2.40785809463016,-10345.3132173694
-37.6409514376684,-85.9702548321438,10.6883519568069,-7528.19028753369
-45.6271965735822,-95.4036511770956,4.14925802993122,-9125.43931471644
-51.394767698039,-100.987526227663,-1.80200916841502,-10278.9535396078
-60.0158197877165,-107.989814694706,-12.0418248807269,-12003.1639575433
-53.1875446716095,-103.46986056122,-2.90522878199923,-10637.5089343219
-49.4446888948002,-97.5695260374232,-1.3198517521773,-9888.93777896005
-36.1787249431788,-82.0371649086266,9.67971502226897,-7235.74498863577
-34.7950799652334,-82.6815583505251,13.0913984200583,-6959.01599304667
-53.9665078731576,-101.910307482342,-6.02270826397339,-10793.3015746315
-22.2275988917038,-62.3624923679621,17.9072945845546,-4445.51977834076
-46.6596956286514,-96.4080550671908,3.08866380988808,-9331.93912573028
-54.6738539673649,-103.789873276047,-5.55783465868247,-10934.770793473
-43.6845148176811,-92.6342445085538,5.26521487319174,-8736.90296353621
-33.3869129519442,-80.14628836431,13.3724624604216,-6677.38259038884
-39.5623048999534,-86.903284247961,7.77867444805413,-7912.46097999069
-28.0745276457943,-71.3074014681794,15.1583461765908,-5614.90552915885
-59.3232736451622,-107.141629577298,-11.5049177130269,-11864.6547290324
-57.6391918987689,-105.953431107135,-9.32495269040237,-11527.8383797538
-56.7851057765123,-104.592998030512,-8.9772135225128,-11357.0211553025
-56.0233059394939,-105.140813886923,-6.90579799206493,-11204.6611878988
-36.4998311014302,-83.2057880071462,10.2061258042858,-7299.96622028604
-39.0528196094975,-87.2848111859742,9.17917196697916,-7810.56392189951
-39.527942364192,-88.4195002856477,9.36361555726365,-7905.58847283841
-49.9131215216075,-98.5456382036659,-1.28060483954899,-9982.62430432149
-54.3245499190149,-103.835583096721,-4.81351674130925,-10864.909983803
-49.0980812027957,-97.5481241251309,-0.64803828046049,-9819.61624055914
-41.240959323932,-90.2529036778697,7.77098503000568,-8248.1918647864
-52.3869363305232,-101.470887312873,-3.30298534817359,-10477.3872661046
-54.3876527949505,-102.847609761317,-5.92769582858442,-10877.5305589901
-55.0209830572761,-104.772658200167,-5.26930791438539,-11004.1966114552
-53.0563976907737,-102.617815288768,-3.49498009277956,-10611.2795381547
-22.9469755282153,-62.1611013422988,16.2671502858682,-4589.39510564306
-67.1023258927523,-113.47614856131,-20.7285032241942,-13420.4651785505
-49.8150576951524,-100.185036899032,0.554921508727375,-9963.01153903048
-41.976082486267,-89.395141211047,5.4429762385131,-8395.21649725339
-45.9482852462945,-93.904403272213,2.00783277962405,-9189.65704925889
-31.426619716907,-77.6523417276058,14.7991022937919,-6285.3239433814
-64.5354016740986,-111.334563889569,-17.7362394586278,-12907.0803348197
-60.4268718726944,-109.444292199467,-11.4094515459221,-12085.3743745389
-34.6704169593933,-80.0690959028458,10.7282619840592,-6934.08339187866
-33.4461012113977,-79.1606477763962,12.2684453536008,-6689.22024227955
-55.1115335128305,-103.75926552247,-6.46380150319142,-11022.3067025661
-59.9097737027919,-107.06578189001,-12.7537655155738,-11981.9547405584
-63.7966520537394,-112.082858659275,-15.510445448204,-12759.3304107479
-34.6557828907693,-80.9758778776046,11.6643120960659,-6931.15657815387
-41.9996686986045,-89.3900388118929,5.39070141468383,-8399.9337397209
-37.0740168831087,-84.2860473925764,10.138013626359,-7414.80337662173
-50.9927698360472,-100.498268763988,-1.48727090810625,-10198.5539672094
-2.01647513345137,-4.2374564822659,0.204506215363154,-403.295026690275
-47.089586795317,-94.9827839274432,0.803610336809214,-9417.9173590634
-62.8770870123977,-109.338273850066,-16.4159001747296,-12575.4174024795
-54.6098988467475,-103.310259729029,-5.90953796446617,-10921.9797693495
-32.8003194128148,-78.3933222537922,12.7926834281626,-6560.06388256296
-22.2620297770533,-62.525166532212,18.0011069781054,-4452.40595541067
-45.5592429156666,-94.8116046222447,3.69311879091148,-9111.84858313332
-56.6427714901948,-105.076792287966,-8.20875069242406,-11328.554298039
-49.8902615884357,-98.5402029946462,-1.24032018222523,-9978.05231768714
-37.3103759176053,-85.3716600795434,10.7509082443327,-7462.07518352107
-45.1303020979224,-94.3618153254996,4.10121112965483,-9026.06041958448
-11.0945196182498,-39.1598219696843,16.9707827331848,-2218.90392364996
-57.5101495787621,-106.954015035791,-8.06628412173276,-11502.0299157524
-25.267294719487,-67.3552569680444,16.8206675290703,-5053.45894389741
-2.05259250176589,-4.35516278522479,0.249977781693012,-410.518500353177
-61.2332980668732,-108.731980595707,-13.7346155380399,-12246.6596133746
-43.2244565758985,-92.5698387583329,6.1209256065358,-8644.8913151797
-50.842611058481,-99.0646365688291,-2.62058554813284,-10168.5222116962
-59.9872656826827,-108.024656167753,-11.9498751976124,-11997.4531365365
-12.9833915130212,-47.0557633336852,21.0889803076428,-2596.67830260423
-27.8199215308927,-70.6565814653637,15.0167384035783,-5563.98430617855
-23.2713552588721,-65.0518734230694,18.5091629053251,-4654.27105177442
-64.9324135870988,-112.748317223832,-17.1165099503657,-12986.4827174198
-25.6950809719025,-69.1990209413242,17.8088589975192,-5139.0161943805
-62.5281306957191,-110.397265558543,-14.6589958328949,-12505.6261391438
-42.471537337921,-91.4360507786061,6.49297610276413,-8494.30746758419
-54.6648798773576,-104.293899578908,-5.03586017580756,-10932.9759754715
-41.152678383548,-89.726746848492,7.42139008139596,-8230.5356767096
-56.8982158209705,-105.532887871703,-8.26354377023849,-11379.6431641941
-59.8847926794731,-107.533134458992,-12.2364508999542,-11976.9585358946
-60.6859690595427,-109.878228607658,-11.4937095114278,-12137.1938119085
-42.887063707486,-92.5109809260474,6.73685351107528,-8577.41274149721
-48.1169431637331,-97.5925886191984,1.35870229173212,-9623.38863274663
-46.0493194294757,-93.9220654331984,1.82342657424694,-9209.86388589514
-58.2868442053561,-106.331053857538,-10.2426345531744,-11657.3688410712
-52.1514728799266,-101.662150495521,-2.64079526433186,-10430.2945759853
-40.4546407608355,-88.1246394617455,7.21535794007451,-8090.9281521671
-48.9327703095933,-97.2901033794959,-0.575437239690729,-9786.55406191867
-39.2166536916623,-85.8523977776841,7.41909039435961,-7843.33073833245
-49.7174184555463,-98.9035634190605,-0.531273492032099,-9943.48369110926
-59.898254569245,-108.050683735207,-11.7458254032826,-11979.650913849
-48.2752541963193,-97.9773622330463,1.42685384040772,-9655.05083926386
-59.0085370818288,-107.203923122883,-10.8131510407748,-11801.7074163658
-52.1044526735157,-101.120455017606,-3.08845032942514,-10420.8905347031
-22.6446952061932,-64.3539477081926,19.0645572958062,-4528.93904123864
-66.7876255737256,-113.597768798976,-19.9774823484754,-13357.5251147451
-55.5265107537119,-104.845902550208,-6.20711895721611,-11105.3021507424
-50.0247185585391,-98.5487465115152,-1.50069060556304,-10004.9437117078
-48.6901045575215,-97.9984735369546,0.618264421911604,-9738.0209115043
-43.1697055037586,-91.5409165236276,5.20150551611038,-8633.94110075173
-51.3848262847384,-101.507845773115,-1.26180679636223,-10276.9652569477
-43.8292402260172,-91.655551085828,3.99707063379356,-8765.84804520344
-60.4152278467658,-108.912907145055,-11.9175485484766,-12083.0455693532
-23.6660900199111,-64.8236249029017,17.4914448630796,-4733.21800398222
-54.4967978303921,-103.404320239651,-5.58927542113352,-10899.3595660784
-53.3053297039718,-103.420030137734,-3.19062927020928,-10661.0659407944
-53.4079902194456,-102.41711070094,-4.39886973795159,-10681.5980438891
-56.052083994061,-104.650013825076,-7.45415416304617,-11210.4167988122
-57.3985129518491,-105.476135877637,-9.32089002606119,-11479.7025903698
-40.3038546309549,-87.5756585218879,6.96794925997808,-8060.77092619098
-39.4471933555781,-87.3816299056645,8.48724319450821,-7889.43867111562
-1.15581479111269,-11.2211053817106,8.9094757994852,-231.162958222539
-54.4484334370817,-103.807248245882,-5.0896186282813,-10889.6866874164
-53.1645907409394,-101.458627135749,-4.87055434613028,-10632.9181481879
-55.190172145959,-103.756969491902,-6.62337480001631,-11038.0344291918
-56.3397235531144,-105.154983739492,-7.52446336673643,-11267.9447106229
-15.7193947947179,-51.1477265920601,19.7089370026243,-3143.87895894358
-58.7731152282868,-106.744285761098,-10.8019446954761,-11754.6230456574
-37.9717681357926,-84.5536842433658,8.61014797178057,-7594.35362715852
-43.0829649337912,-92.041875231025,5.87594536344255,-8616.59298675824
-58.0313327490745,-105.886477175172,-10.1761883229769,-11606.2665498149
-40.6463382255267,-88.6158654822443,7.32318903119092,-8129.26764510534
-0.684553496235177,-2.44376986566476,1.07466287319441,-136.910699247035
-63.5016786849065,-111.169810226932,-15.8335471428814,-12700.3357369813
-37.5840180818015,-83.9448581231735,8.77682195957036,-7516.80361636031
-36.7885585383119,-84.795331692926,11.2182146163022,-7357.71170766238
-61.8306898605496,-109.087502707737,-14.5738770133624,-12366.1379721099
-28.5338144214479,-71.4980676942298,14.4304388513339,-5706.76288428958
-20.070718999643,-58.2071088153005,18.0656708160145,-4014.1437999286
-48.7587180477263,-97.052327314018,-0.465108781434665,-9751.74360954527
-35.9075437602508,-83.4786998049362,11.6636122844347,-7181.50875205015
-51.220337903675,-100.49370740574,-1.94696840160957,-10244.067580735
-58.2635570987152,-106.335839284214,-10.1912749132158,-11652.711419743
-36.0182837623957,-82.9955191798918,10.9589516551004,-7203.65675247913
-47.8398141200834,-96.9704097066728,1.29078146650586,-9567.96282401669
-58.7425736216495,-106.747493805523,-10.7376534377762,-11748.5147243299
-12.3164552092915,-42.4128316118181,17.7799211932352,-2463.29104185829
-37.5025868864493,-85.4146195582416,10.4094457853429,-7500.51737728987
-0.30423696539071,-1.67074769547062,1.0622737646892,-60.8473930781419
-67.7969307980195,-114.214578009817,-21.3792835862219,-13559.3861596039
-61.1083910195401,-109.251290008879,-12.9654920302017,-12221.678203908
-1.58567912055564,-3.87774706839496,0.706388827283669,-317.135824111129
-57.6295622266655,-106.418017661327,-8.8411067920037,-11525.9124453331
-65.0523353275136,-113.529281041595,-16.5753896134318,-13010.4670655027
-47.055807008071,-96.4530217108601,2.34140769471801,-9411.16140161421
-54.2583980632822,-103.83950680797,-4.67728931859406,-10851.6796126564
-45.6990389999826,-93.8603862144583,2.46230821449317,-9139.80779999651
-38.2841809182348,-86.1118678114486,9.543505974979,-7656.83618364696
-36.6920497457671,-83.1881023855171,9.80400289398303,-7338.40994915341
-49.5547167622326,-98.2063547346166,-0.9030787898486,-9910.94335244652
-53.4998941164057,-103.399501272045,-3.6002869607666,-10699.9788232811
-52.8976760756343,-102.429645442458,-3.3657067088102,-10579.5352151269
-57.2642799802568,-106.991709271006,-7.53685068950801,-11452.8559960514
-33.044039467528,-77.9675552981972,11.8794763631413,-6608.80789350559
-19.3402165142115,-57.1788776356444,18.4984446072213,-3868.04330284231
-15.6398994492163,-51.1136926182912,19.8338937198586,-3127.97988984326
-42.5026599602441,-90.9622314353602,5.95691151487196,-8500.53199204882
-23.3070248929471,-64.0688528119245,17.4548030260302,-4661.40497858942
-1.42327410731577,-4.27070342556581,1.42415521093428,-284.654821463153
-56.0615331391091,-104.64659329111,-7.47647298710839,-11212.3066278218
-33.7573434548821,-80.795543002447,13.2808560926828,-6751.46869097642
-44.032439285312,-92.1671994977169,4.10232092709293,-8806.4878570624
-50.4164142421851,-99.7126738648272,-1.12015461954296,-10083.282848437
-1.68614735008327,-3.77628015744869,0.403985457282142,-337.229470016654
-40.0242549260616,-88.5257364363826,8.47722658425929,-8004.85098521232
-2.90069725177086,-10.3993893559337,4.59799485239198,-580.139450354172
-48.2014773767074,-97.5141402079183,1.11118545450351,-9640.29547534148
-37.6709494912754,-85.5950266368239,10.253127654273,-7534.18989825508
-28.0917335274508,-71.8389761932249,15.6555091383233,-5618.34670549016
-18.9819254371453,-56.3370346603058,18.3731837860152,-3796.38508742906
-40.3745817591121,-88.955371893927,8.2062083757028,-8074.91635182242
-50.6022605046811,-100.521546837196,-0.682974172166141,-10120.4521009362
-49.1167402282845,-98.5361577013331,0.302677244764098,-9823.3480456569
-28.613837316972,-73.1593278182183,15.9316531842744,-5722.7674633944
-54.9091018301632,-104.780910043887,-5.03729361643923,-10981.8203660326
-56.0934212241012,-105.137159547263,-7.0496829009396,-11218.6842448202
-49.7005174890317,-99.5414726770568,0.140437698993544,-9940.10349780633
-24.2816141266601,-65.1229057213368,16.5596774680167,-4856.32282533201
-39.3823442528636,-86.3730508430413,7.60836233731403,-7876.46885057272
-61.9171123229538,-110.064459758953,-13.7697648869547,-12383.4224645908
-32.6697479988347,-79.8997140171526,14.5602180194832,-6533.94959976694
-44.6517382110804,-92.7527998281698,3.44932340600909,-8930.34764221608
-19.9690320371235,-60.0260551408898,20.0879910666429,-3993.80640742469
-52.0107304713551,-101.512925322847,-2.50853561986329,-10402.146094271
-11.5915406845984,-41.1333349503417,17.9502535811448,-2318.30813691969
-57.9567805452438,-106.379393495349,-9.53416759513851,-11591.3561090488
-56.1619292754723,-105.122828766823,-7.20102978412201,-11232.3858550945
-63.3536440787077,-111.45885734741,-15.2484308100055,-12670.7288157415
-49.5375004067861,-99.0071543963603,-0.0678464172119675,-9907.50008135722
-39.5147776480588,-86.8910669870221,7.86151169090448,-7902.95552961176
-42.8801910590355,-91.5093830869356,5.74900096886467,-8576.03821180709
-1.76557235776051,-3.7835681496612,0.252423434140177,-353.114471552102
-56.9199740127385,-106.031016519288,-7.8089315061892,-11383.9948025477
-63.1989838255783,-111.756229340047,-14.64173831111,-12639.7967651157
-46.5813042528714,-95.9278688817054,2.7652603759625,-9316.26085057429
-50.1941856222436,-99.5314873711265,-0.856883873360715,-10038.8371244487
-37.5776441347431,-84.4308296184497,9.27554134896348,-7515.52882694863
-1.48548287834032,-3.51682059494868,0.545854838268039,-297.096575668064
-53.0618800770558,-101.927019147944,-4.1967410061681,-10612.3760154112
-60.3712248942904,-107.928143315115,-12.8143064734657,-12074.2449788581
-63.7418067578685,-112.253249950524,-15.2303635652125,-12748.3613515737
-3.70624455554458,-11.1788962495373,3.76640713844813,-741.248911108916
-26.2428859646561,-69.5393841735276,17.0536122442154,-5248.57719293122
-36.68580566589,-84.7114355734328,11.3398242416527,-7337.16113317801
-37.1652946594101,-84.8132309324105,10.4826416135903,-7433.05893188202
-45.004139376733,-93.0547332521211,3.04645449865512,-9000.8278753466
-26.2119550405417,-68.2926508021425,15.8687407210591,-5242.39100810834
-54.6020545893653,-103.855538944779,-5.34857023395143,-10920.4109178731
-21.6508305224481,-62.076291462481,18.7746304175847,-4330.16610448962
-41.1679022743921,-89.7437483601664,7.40794381138224,-8233.58045487841
-33.9202199708571,-80.8570738590905,13.0166339173764,-6784.04399417142
-30.0020881044819,-74.2356538286387,14.2314776196749,-6000.41762089638
-22.5940154225203,-62.5444766108842,17.3564457658435,-4518.80308450406
-55.506408065624,-105.221586577271,-5.79122955397693,-11101.2816131248
-57.7369505967772,-107.42689322558,-8.04700796797469,-11547.3901193554
-52.12418924572,-101.191527580486,-3.05685091095427,-10424.837849144
-59.7594264755666,-107.552776093667,-11.9660768574664,-11951.8852951133
-55.2228046766084,-103.755981296731,-6.68962805648547,-11044.5609353217
-35.1287160198658,-82.7770907527027,12.519658712971,-7025.74320397317
-58.3341167535115,-106.367088238246,-10.3011452687769,-11666.8233507023
-37.4758499703739,-85.4043102672695,10.4526103265217,-7495.16999407478
-57.6318281562589,-106.930588254895,-8.33306805762262,-11526.3656312518
-19.2762306392263,-57.7532658503247,19.200804571872,-3855.24612784526
-33.2074426059326,-79.0744662361968,12.6595810243315,-6641.48852118653
-29.3065192776105,-72.8917125763106,14.2786740210896,-5861.3038555221
-50.8140388615544,-99.5342134880869,-2.09386423502192,-10162.8077723109
-39.5210082026981,-87.3891656154879,8.34714921009165,-7904.20164053962
-49.22891539663,-99.5183810748783,1.06055028161826,-9845.78307932601
-39.7493458874967,-88.4495247744084,8.95083299941506,-7949.86917749934
-47.434963663354,-96.4544527973438,1.58452547063583,-9486.9927326708
-50.5953922970786,-100.039125621986,-1.15165897217127,-10119.0784594157
-1.216693479186,-2.80779224928011,0.374405290908113,-243.338695837199
-53.9744131247374,-103.34743845591,-4.6013877935645,-10794.8826249475
-34.9939385800701,-82.1849576574456,12.1970804973055,-6998.78771601401
-50.7021712933425,-101.054142843624,-0.350199743061168,-10140.4342586685
-56.4792090904829,-105.090439131138,-7.86797904982805,-11295.8418180966
-44.515519732534,-94.2190660015603,5.18802653649221,-8903.10394650681
-60.8913290550329,-109.82284615098,-11.9598119590856,-12178.2658110066
-45.2191180919517,-94.3131575236949,3.87492133979161,-9043.82361839033
-54.9382550243487,-104.258656409237,-5.61785363946033,-10987.6510048697
-52.0332081442196,-101.513620673604,-2.55279561483546,-10406.6416288439
-22.1299894997917,-62.3024318137411,18.0424528141577,-4425.99789995834
-62.0105035288973,-110.555200545639,-13.4658065121553,-12402.1007057795
-32.5028063832182,-79.3653829883075,14.359770221871,-6500.56127664365
-59.5960767492154,-107.578022348161,-11.6141311502701,-11919.2153498431
-0.1316645692117,-5.38206507842995,5.11873594000655,-26.33291384234
-2.85924426365934,-5.87582844633945,0.157339919020773,-571.848852731868
-47.2762237243966,-95.9573109906359,1.40486354184267,-9455.24474487933
-52.5488997875139,-102.455727122793,-2.64207245223518,-10509.7799575028
-37.4805194806722,-85.4052606299515,10.4442216686072,-7496.10389613443
-0.991448257650494,-3.03406866287743,1.05117214757644,-198.289651530099
-41.5463828097963,-90.798300158315,7.70553453872236,-8309.27656195927
-19.6722868017744,-58.0018973701007,18.657323766552,-3934.45736035487
-1.29599987810773,-3.1774212286377,0.585421472422253,-259.199975621545
-9.12967219377127,-35.0893887431975,16.8300443556549,-1825.93443875425
-58.2264957617988,-105.871562540697,-10.5814289829001,-11645.2991523598
-51.9751515316287,-100.979279436778,-2.97102362647974,-10395.0303063257
-25.9829974033455,-69.3176593266349,17.3516645199438,-5196.59948066911
-60.2386657911136,-108.960922556417,-11.5164090258105,-12047.7331582227
-44.3292162819367,-93.6826287331025,5.02419616922916,-8865.84325638733
-57.4017615436931,-106.458426958137,-8.34509612924874,-11480.3523087386
-50.8242721398632,-99.8791619164621,-1.76938236326419,-10164.8544279726
-1.15610301831477,-3.57990960627573,1.26770356964619,-231.220603662954
-47.2498666029618,-97.4614346526804,2.96170144675674,-9449.97332059237
-45.0583739327484,-95.2938064759509,5.17705861045403,-9011.67478654968
-13.6310618201281,-46.35835517347,19.0962315332138,-2726.21236402562
-64.3740893375852,-112.412970943905,-16.335207731265,-12874.817867517
-44.779162087254,-94.2415885800044,4.68326440549648,-8955.8324174508
-65.8683576082252,-113.487488203785,-18.2492270126653,-13173.671521645
-36.0246177486169,-83.5227483657288,11.4735128684951,-7204.92354972338
-61.4880110934749,-110.179545709593,-12.7964764773573,-12297.602218695
-52.4561631595226,-102.464430931531,-2.44789538751397,-10491.2326319045
-49.0674389131975,-99.014006490614,0.879128664218968,-9813.4877826395
-24.7256201861047,-65.9063659871912,16.4551256149817,-4945.12403722095
-47.5445339054611,-96.4984801750394,1.40941236411712,-9508.90678109223
-38.1106276657174,-86.5110162942573,10.2897609628225,-7622.12553314348
-56.2712952555386,-105.116040671241,-7.42654983983675,-11254.2590511077
-53.0404135218586,-101.939935352948,-4.1408916907691,-10608.0827043717
-28.2636834270159,-72.4540965736771,15.9267297196454,-5652.73668540318
-48.277625203123,-97.5380280003368,0.982777594090805,-9655.5250406246
-54.9106173666765,-103.380305651106,-6.44092908224683,-10982.1234733353
-1.39579259933396,-3.43803089034329,0.646445691675369,-279.158519866792
-43.046159647422,-91.0493505175379,4.95703122269399,-8609.23192948439
-40.2938992785989,-89.057478553381,8.46967999618319,-8058.77985571978
-20.4292232288303,-57.8007237471396,16.942277289479,-4085.84464576606
-44.0700037955126,-93.1676323196597,5.02762472863445,-8814.00075910253
-40.5236664816216,-90.5405322461979,9.49319928295471,-8104.73329632432
-46.3083503175528,-95.3948403980635,2.77813976295794,-9261.67006351056
-22.2796556711866,-61.7927358278562,17.233424485483,-4455.93113423733
-26.8498270146252,-70.2328243202455,16.5331702909952,-5369.96540292503
-44.6896169472139,-94.234438518503,4.85520462407519,-8937.92338944278
-14.0735209353596,-47.4434888130448,19.2964469423257,-2814.70418707192
-49.1218197982528,-98.5017712186945,0.258131622188934,-9824.36395965055
-42.7875994443,-91.9990941476734,6.42389525907336,-8557.51988886001
-48.5372468884469,-98.5118755396737,1.43738176277991,-9707.44937768938
-48.4393510390322,-97.4966007484869,0.617898670422456,-9687.87020780644
-58.0947016481174,-106.363415566001,-9.82598773023394,-11618.9403296235
-39.7472882000706,-86.9432901460278,7.44871374588659,-7949.45764001413
-19.5359676175312,-57.2830185693238,18.2110833342614,-3907.19352350624
-61.3591806519334,-110.217786807698,-12.5005744961683,-12271.8361303867
-18.5627546794347,-54.8673781338777,17.7418687750082,-3712.55093588695
-56.9064065432371,-106.029985214199,-7.78282787227501,-11381.2813086474
-54.8357254447623,-104.785633510859,-4.8858173786653,-10967.1450889525
-55.5308890554562,-104.717489087282,-6.34428902363042,-11106.1778110912
-48.4360610999736,-97.5005739536133,0.628451753666155,-9687.21221999471
-45.0084348248232,-93.7758836942596,3.75901404461321,-9001.68696496464
-35.9174346683852,-82.7398220377889,10.9049527010186,-7183.48693367703
-44.1572218291798,-93.1694078194704,4.85496416111086,-8831.44436583595
